id,observed_on_string,user_id,quality_grade,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
310657753,2025-08-30 08:31:26,9667854,needs_id,17.2551499247,-88.4936241433,Cookeina,Cookeina,,Fungi,122523,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Cookeina,
310657975,2025-08-30 08:33:16,9667854,needs_id,17.2551499247,-88.4936241433,leatherleaf airplant,Tillandsia variabilis,leatherleaf airplant,Plantae,169770,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia variabilis
310658201,2025-08-30 08:34:48,9667854,needs_id,17.2551499247,-88.4936241433,Crossopetalum,Crossopetalum,,Plantae,157088,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Crossopetalum,
310658378,2025-08-30 08:35:20,9667854,needs_id,17.2551499247,-88.4936241433,Common Apple Snails,Pomacea,Common Apple Snails,Mollusca,84111,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,
310659581,2025-08-30 08:36:53,9667854,needs_id,17.2551499247,-88.4936241433,plants,Plantae,plants,Plantae,47126,Plantae,,,,,,
310659963,2025-08-30 08:39:49,9667854,needs_id,17.2551499247,-88.4936241433,River Prawns,Macrobrachium,River Prawns,Animalia,82088,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,
310660330,2025-08-30 08:45:28,9667854,research,17.2551499247,-88.4936241433,Angelonia ciliaris,Angelonia ciliaris,,Plantae,282863,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Angelonia,Angelonia ciliaris
310660728,2025-08-30 08:46:23,9667854,needs_id,17.2551499247,-88.4936241433,"sunflowers, daisies, asters, and allies",Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,
310660943,2025-08-30 09:06:53,9667854,needs_id,17.2551499247,-88.4936241433,Racket-tipped Rubyspot,Hetaerina occisa,Racket-tipped Rubyspot,Insecta,102669,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Hetaerina,Hetaerina occisa
310661101,2025-08-30 09:17:19,9667854,research,17.2551499247,-88.4936241433,Miconia tococa,Miconia tococa,,Plantae,1362190,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia tococa
310661325,2025-08-30 09:20:36,9667854,needs_id,17.2551499247,-88.4936241433,Cinnabar Bracket,Trametes sanguinea,Cinnabar Bracket,Fungi,974664,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes sanguinea
310661586,2025-08-30 09:37:52,9667854,needs_id,17.2551499247,-88.4936241433,fringed sawgill,Lentinus crinitus,fringed sawgill,Fungi,202421,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus crinitus
310661982,2025-08-30 10:36:17,9667854,research,17.2743969286,-88.463759087,Stippled Gambusia,Gambusia sexradiata,Stippled Gambusia,Actinopterygii,317110,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia sexradiata
310662292,2025-08-30 10:38:05,9667854,research,17.2743969286,-88.463759087,Water Snowflake,Nymphoides indica,Water Snowflake,Plantae,165759,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,Nymphoides indica
310662792,2025-08-30 10:44:02,9667854,needs_id,17.2743969286,-88.463759087,Pigeons and Doves,Columbidae,Pigeons and Doves,Aves,2715,Animalia,Chordata,Aves,Columbiformes,Columbidae,,
310663071,2025-08-30 10:47:15,9667854,needs_id,17.2743969286,-88.463759087,Turtles and Tortoises,Testudines,Turtles and Tortoises,Reptilia,39532,Animalia,Chordata,Reptilia,Testudines,,,
310663332,2025-08-30 10:54:26,9667854,needs_id,17.2743969286,-88.463759087,orchids,Orchidaceae,orchids,Plantae,47217,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,,
310663995,2025-08-30 11:10:18,9667854,needs_id,17.2743969286,-88.463759087,Procambarus pilosimanus,Procambarus pilosimanus,,Animalia,110515,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus pilosimanus
310664117,2025-08-30 11:13:36,9667854,needs_id,17.2743969286,-88.463759087,Flies,Diptera,Flies,Insecta,47822,Animalia,Arthropoda,Insecta,Diptera,,,
310664682,2025-08-30 11:16:08,9667854,needs_id,17.2743969286,-88.463759087,Caperonia,Caperonia,,Plantae,157004,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Caperonia,
310664868,2025-08-30 11:21:02,9667854,research,17.2743969286,-88.463759087,Heteropterys lindeniana,Heteropterys lindeniana,,Plantae,285436,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Heteropterys,Heteropterys lindeniana
310665335,2025-08-30 11:34:16,9667854,needs_id,17.2743969286,-88.463759087,Mosquitofishes,Gambusia,Mosquitofishes,Actinopterygii,59117,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,
310665606,2025-08-30 11:34:51,9667854,research,17.2743969286,-88.463759087,Mexican White-lipped Frog,Leptodactylus fragilis,Mexican White-lipped Frog,Amphibia,22976,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus fragilis
310666073,2025-08-30 12:32:48,9667854,needs_id,17.2500201463,-88.5065601021,Scarabs,Scarabaeidae,Scarabs,Insecta,48201,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,
310666439,2025-08-30 12:38:32,9667854,needs_id,17.2500201463,-88.5065601021,Lichen Mantises,Liturgusa,Lichen Mantises,Insecta,322717,Animalia,Arthropoda,Insecta,Mantodea,Liturgusidae,Liturgusa,
310666888,2025-08-30 12:40:47,9667854,needs_id,17.2500201463,-88.5065601021,Insects,Lepidoptera,Butterflies and Moths,Insecta,47157,Animalia,Arthropoda,Insecta,Lepidoptera,,,
310669901,2025-08-30 07:26:20-06:00,112642,needs_id,17.2529366667,-88.5042716667,"",Palicourea,,Plantae,144046,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,
310670170,2025-08-30 07:26:56-06:00,112642,needs_id,17.2529416667,-88.50422,"",Tillandsia,Airplants,Plantae,49571,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,
310670219,2025-08-30 07:27:06-06:00,112642,needs_id,17.25295,-88.5041716667,"",Prosthechea,appendage orchids,Plantae,54889,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,
310670247,2025-08-30 07:27:54-06:00,112642,needs_id,17.2529216667,-88.5041666667,"",Zamia,,Plantae,67326,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Zamia,
310670371,2025-08-30 07:28:38-06:00,112642,research,17.2529616667,-88.50408,vase bromeliad,Aechmea bracteata,vase bromeliad,Plantae,210961,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea bracteata
310670557,2025-08-30 07:29:30-06:00,112642,research,17.2531,-88.5038916667,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310678922,2025-08-30 10:49:27-06:00,9690370,needs_id,17.2628273508,-88.4569137014,"",Bonellia,,Plantae,317736,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Bonellia,
310678951,2025-08-30 10:46:15-06:00,9690370,research,17.2632252076,-88.4573573,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310678983,2025-08-30 10:42:58-06:00,9690370,needs_id,17.2634701696,-88.4576231062,"",Tillandsia,Airplants,Plantae,49571,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,
310679297,2025-08-30 10:42:09-06:00,9690370,research,17.263621398,-88.4577930556,Lisianthius axillaris,Lisianthius axillaris,,Plantae,286887,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Lisianthius,Lisianthius axillaris
310679315,2025-08-29 16:43:18-06:00,9690370,research,17.2549852792,-88.5043528731,Miconia prasina,Miconia prasina,,Plantae,278156,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia prasina
310679331,2025-08-29 16:43:07-06:00,9690370,needs_id,17.2549519905,-88.504132449,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310679347,2025-08-29 16:41:30-06:00,9690370,research,17.2548974649,-88.5040212487,Mouriri exilis,Mouriri exilis,,Plantae,285620,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Mouriri,Mouriri exilis
310679370,2025-08-29 16:39:48-06:00,9690370,needs_id,17.2548007751,-88.5032547231,"",Rhynchospora,Beaksedges,Plantae,57863,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,
310679382,2025-08-29 16:39:10-06:00,9690370,needs_id,17.2548007751,-88.5032547231,"",Mantodea,Mantises,Insecta,48112,Animalia,Arthropoda,Insecta,Mantodea,,,
310679415,2025-08-29 16:38:06-06:00,9690370,research,17.2548007751,-88.5032547231,Black Poisonwood,Metopium brownei,Black Poisonwood,Plantae,209947,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Metopium,Metopium brownei
310679445,2025-08-29 16:37:41-06:00,9690370,needs_id,17.2548007751,-88.5032547231,"",Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,
310679469,2025-08-29 16:52:04-06:00,9690370,needs_id,17.2549373823,-88.5048036129,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310679480,2025-08-29 16:55:18-06:00,9690370,needs_id,17.2546354108,-88.5050785953,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310679488,2025-08-29 16:55:40-06:00,9690370,research,17.2546594842,-88.5050750041,Vochysia guatemalensis,Vochysia guatemalensis,,Plantae,154796,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,Vochysia guatemalensis
310679498,2025-08-29 16:58:17-06:00,9690370,needs_id,17.2545139912,-88.5053624592,"",Spermacoce,False Buttonweeds,Plantae,131832,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,
310679543,2025-08-29 17:00:03-06:00,9690370,needs_id,17.2545003551,-88.5054725765,Cojobas,Cojoba,Cojobas,Plantae,138377,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cojoba,
310679590,2025-08-29 17:01:25-06:00,9690370,needs_id,17.2545003551,-88.5054725765,"",Ipomoea heterodoxa,,Plantae,277768,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea heterodoxa
310679607,2025-08-29 17:01:41-06:00,9690370,research,17.2545003551,-88.5054725765,Ipomoea peteri,Ipomoea peteri,,Plantae,866757,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea peteri
310679616,2025-08-29 17:03:03-06:00,9690370,research,17.2545003551,-88.5054725765,Davilla kunthii,Davilla kunthii,,Plantae,207766,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Davilla,Davilla kunthii
310679646,2025-08-29 17:03:51-06:00,9690370,research,17.2545003551,-88.5054725765,Xylopia frutescens,Xylopia frutescens,,Plantae,548706,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,Xylopia frutescens
310679722,2025-08-29 17:12:14-06:00,9690370,research,17.2554475303,-88.5064220811,tree calliandra,Calliandra houstoniana,tree calliandra,Plantae,147252,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,Calliandra houstoniana
310679740,2025-08-29 17:12:45-06:00,9690370,research,17.2555358955,-88.5064585255,pepper plants,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,
310679875,2025-08-30 10:40:33-06:00,9690370,research,17.2637153206,-88.4579920399,Roupala montana,Roupala montana,,Plantae,286045,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Roupala,Roupala montana
310679883,2025-08-30 10:40:06-06:00,9690370,needs_id,17.2637029454,-88.4580404874,"",Calliandra,stickpeas,Plantae,47442,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,
310679904,2025-08-29 17:13:44-06:00,9690370,needs_id,17.2555358955,-88.5064585255,"",Aechmea bracteata,vase bromeliad,Plantae,210961,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea bracteata
310679955,2025-08-29 17:20:05-06:00,9690370,research,17.2563484543,-88.5068217731,Thevetia ahouai,Thevetia ahouai,,Plantae,277562,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Thevetia,Thevetia ahouai
310679972,2025-08-29 17:20:53-06:00,9690370,needs_id,17.2564092707,-88.5068187196,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310680007,2025-08-29 17:27:28-06:00,9690370,research,17.2571407874,-88.5069403355,Licania hypoleuca,Licania hypoleuca,,Plantae,273929,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Licania,Licania hypoleuca
310680034,2025-08-29 17:29:38-06:00,9690370,research,17.2571407874,-88.5069403355,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310680081,2025-08-30 08:59:41-06:00,9690370,needs_id,17.2494787196,-88.5066178317,"",Phyllanthus,,Plantae,68702,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,
310680122,2025-08-30 09:02:49-06:00,9690370,needs_id,17.2494810366,-88.5066013054,"",Rhynchospora,Beaksedges,Plantae,57863,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,
310680153,2025-08-30 10:37:45-06:00,9690370,research,17.2637454258,-88.4584870075,Miconia albicans,Miconia albicans,,Plantae,285566,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia albicans
310680172,2025-08-30 10:38:07-06:00,9690370,casual,17.263697351,-88.4583376096,Coco Plum Family,Chrysobalanaceae,Coco Plum Family,Plantae,71477,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,,
310680199,2025-08-30 10:39:07-06:00,9690370,needs_id,17.2636855534,-88.4582232155,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310747148,2025-08-30 07:36:31-06:00,112642,research,17.2536283333,-88.5041583333,Red Aphelandra,Aphelandra scabra,Red Aphelandra,Plantae,291092,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Aphelandra,Aphelandra scabra
310747329,2025-08-30 08:13:04-06:00,112642,needs_id,17.2498133333,-88.5067283333,"",Rhynchospora,Beaksedges,Plantae,57863,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,
310747389,2025-08-30 08:14:47-06:00,112642,needs_id,17.2495033333,-88.50653,"",Bufonidae,True Toads,Amphibia,21359,Animalia,Chordata,Amphibia,Anura,Bufonidae,,
310747528,2025-08-30 08:21:05-06:00,112642,needs_id,17.250195,-88.5070116667,"",Hypoxis decumbens,coquí,Plantae,283656,Plantae,Tracheophyta,Liliopsida,Asparagales,Hypoxidaceae,Hypoxis,Hypoxis decumbens
310747584,2025-08-30 08:29:42-06:00,112642,research,17.2520866667,-88.50615,Miconia holosericea,Miconia holosericea,,Plantae,285578,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia holosericea
310747782,2025-08-30 08:30:09-06:00,112642,needs_id,17.2521083333,-88.5059883333,"",Epidendrum,,Plantae,54884,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,
310747888,2025-08-30 08:30:11-06:00,112642,research,17.25212,-88.5059883333,Powdery-strap Bromeliad,Catopsis berteroniana,Powdery-strap Bromeliad,Plantae,160238,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Catopsis,Catopsis berteroniana
310748060,2025-08-30 08:31:50-06:00,112642,research,17.2527146953,-88.5056208338,Coccoloba,Coccoloba,,Plantae,127285,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,
310748191,2025-08-30 08:32:13-06:00,112642,research,17.2522116667,-88.505875,bullhorn acacia,Vachellia cornigera,bullhorn acacia,Plantae,851933,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia cornigera
310748277,2025-08-30 08:32:38-06:00,112642,research,17.2522466667,-88.505945,pepper plants,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,
310748327,2025-08-30 08:35:29-06:00,112642,research,17.2533383333,-88.504805,False heather,Cuphea hyssopifolia,False heather,Plantae,161257,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia
310748370,2025-08-30 08:35:52-06:00,112642,research,17.253345,-88.50467,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310752800,2025-08-30 08:36:04-06:00,112642,needs_id,17.2533883333,-88.5047083333,"",Ficus,Figs,Plantae,50999,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,
310756022,2025-08-30 08:36:17-06:00,112642,needs_id,17.2533916667,-88.5047133333,"",Ageratum,Ageratums,Plantae,120945,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,
310756155,2025-08-30 08:36:47-06:00,112642,research,17.253405,-88.5047133333,trumpet tree,Cecropia peltata,trumpet tree,Plantae,284772,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia peltata
310756310,2025-08-30 08:37:19-06:00,112642,research,17.2534283333,-88.5046383333,Red-tailed Stingless Bee,Trigona fulviventris,Red-tailed Stingless Bee,Insecta,180366,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona fulviventris
310756377,2025-08-30 08:37:22-06:00,112642,research,17.2534466667,-88.5046166667,Firebush,Hamelia patens,Firebush,Plantae,126305,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,Hamelia patens
310756564,2025-08-30 08:41:05-06:00,112642,research,17.25347,-88.5045916667,Chrysophyllum mexicanum,Chrysophyllum mexicanum,,Plantae,209904,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,Chrysophyllum mexicanum
310756656,2025-08-30 08:43:20-06:00,112642,research,17.2541966667,-88.503355,Philodendron dwyeri,Philodendron dwyeri,,Plantae,916802,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron dwyeri
310756773,2025-08-30 08:43:24-06:00,112642,research,17.25427,-88.5032583333,Philodendron radiatum radiatum,Philodendron radiatum radiatum,,Plantae,314913,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron radiatum
310756970,2025-08-30 08:45:48-06:00,112642,research,17.2539658025,-88.5039044329,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310757036,2025-08-30 08:45:51-06:00,112642,research,17.2537533333,-88.5034866667,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310757100,2025-08-30 08:46:29-06:00,112642,research,17.2537866667,-88.503555,Palicourea winkleri,Palicourea winkleri,,Plantae,1120235,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea winkleri
310757265,2025-08-30 08:47:18-06:00,112642,research,17.253845,-88.5035083333,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310757392,2025-08-30 08:48:12-06:00,112642,research,17.2540216667,-88.5035866667,Davilla kunthii,Davilla kunthii,,Plantae,207766,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Davilla,Davilla kunthii
310757509,2025-08-30 08:48:45-06:00,112642,needs_id,17.2539633333,-88.503845,"",Atta,Atta Leaf-cutter Ants,Insecta,61284,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,
310757646,2025-08-30 08:49:00-06:00,112642,research,17.2539416667,-88.50383,Ipomoea peteri,Ipomoea peteri,,Plantae,866757,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea peteri
310757762,2025-08-30 09:09:52-06:00,112642,needs_id,17.2501466667,-88.5070583333,"",Dielis dorsata,Caribbean scoliid wasp,Insecta,893820,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Dielis,Dielis dorsata
310757824,2025-08-30 09:31:51-06:00,112642,needs_id,17.2503283333,-88.5070633333,"",Rhynchospora,Beaksedges,Plantae,57863,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,
310766805,2025-08-29 20:05:11,3946412,research,17.2514159997,-88.507136,Slender Brown Scorpion,Centruroides gracilis,Slender Brown Scorpion,Arachnida,199925,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides gracilis
310766853,2025-08-29 20:03:05,3946412,needs_id,17.2509599997,-88.5071934997,Water Scavenger Beetles,Hydrophilidae,Water Scavenger Beetles,Insecta,127444,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,
310767564,2025-08-29 20:13:13,3946412,needs_id,17.2513663,-88.507232,Lycosinae,Lycosinae,,Arachnida,1235357,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,
310770193,2025-08-29 20:43:49,3946412,research,17.2516971997,-88.5068085,Mesoamerican Common Mustached Bat,Pteronotus mesoamericanus,Mesoamerican Common Mustached Bat,Mammalia,765484,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus mesoamericanus
310770381,2025-08-29 20:54:34,3946412,research,17.2522093,-88.5066036997,Phasmomantis sumichrasti,Phasmomantis sumichrasti,,Insecta,480065,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Phasmomantis,Phasmomantis sumichrasti
310770726,2025-08-29 21:07:14,3946412,research,17.2516938997,-88.5068100997,Tomes's Sword-nosed Bat,Lonchorhina aurita,Tomes's Sword-nosed Bat,Mammalia,41122,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,Lonchorhina aurita
310771563,2025-08-29 21:15:13,3946412,research,17.2516938,-88.5068068,Great Fruit-eating Bat,Artibeus lituratus,Great Fruit-eating Bat,Mammalia,41006,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus
310771750,2025-08-29 21:54:14,3946412,research,17.2517007,-88.506816,Mesoamerican Common Mustached Bat,Pteronotus mesoamericanus,Mesoamerican Common Mustached Bat,Mammalia,765484,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus mesoamericanus
310772239,2025-08-29 21:57:54,3946412,research,17.2516984997,-88.5067844,Stagmomantis fraterna,Stagmomantis fraterna,,Insecta,480083,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,Stagmomantis fraterna
310772344,2025-08-29 22:04:57,3946412,research,17.2517063997,-88.5068018,Aeneolamia contigua,Aeneolamia contigua,,Insecta,554498,Animalia,Arthropoda,Insecta,Hemiptera,Ischnorhinidae,Aeneolamia,Aeneolamia contigua
310772816,2025-08-29 22:23:23,3946412,research,17.2506172,-88.5070716997,Nesoecia nigrispina,Nesoecia nigrispina,,Insecta,256690,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Nesoecia,Nesoecia nigrispina
310773373,2025-08-29 22:23:34,3946412,needs_id,17.2506082997,-88.507063,Pothea,Pothea,,Insecta,252795,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Pothea,
310790509,2025-08-29 22:24:03,3946412,needs_id,17.2506176,-88.5070718997,Butterflies and Moths,Lepidoptera,Butterflies and Moths,Insecta,47157,Animalia,Arthropoda,Insecta,Lepidoptera,,,
310792340,2025-08-30 10:39:24-06:00,9690370,needs_id,17.2637046139,-88.4582043529,dicots,Magnoliopsida,dicots,Plantae,47124,Plantae,Tracheophyta,Magnoliopsida,,,,
310807420,2025-08-29 22:24:32,3946412,needs_id,17.2506133997,-88.5070654,Samea,Samea,,Insecta,318988,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Samea,
310807512,2025-08-29 22:25:57,3946412,research,17.2506066997,-88.507045,giant red-winged grasshopper,Tropidacris cristata,giant red-winged grasshopper,Insecta,120911,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Tropidacris,Tropidacris cristata
310808111,2025-08-29 22:26:12,3946412,needs_id,17.2505947,-88.5070426,Gigantotrichoderes,Gigantotrichoderes,,Insecta,252317,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Gigantotrichoderes,
310808569,2025-08-29 22:27:35,3946412,needs_id,17.2505923,-88.5070529997,"Scarabs, Stag Beetles, and Allies",Scarabaeoidea,"Scarabs, Stag Beetles, and Allies",Insecta,48202,Animalia,Arthropoda,Insecta,Coleoptera,,,
310808946,2025-08-30 06:13:55,3946412,research,17.2784027,-88.4715702,Passiflora urbaniana,Passiflora urbaniana,,Plantae,332789,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora urbaniana
310809699,2025-08-30 07:33:53,3946412,research,17.271716,-88.4619998,Black-throated Bobwhite,Colinus nigrogularis,Black-throated Bobwhite,Aves,1321,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus nigrogularis
310810181,2025-08-30 08:24:47,3946412,research,17.2646177997,-88.4580452997,bracted fanpetals,Sida ciliaris,bracted fanpetals,Plantae,168925,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,Sida ciliaris
310810295,2025-08-30 10:37:33,3946412,research,17.2637223,-88.4590898997,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310810414,2025-08-30 10:38:36,3946412,research,17.2635564997,-88.4592442,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310810727,2025-08-30 10:40:59,3946412,research,17.2633827997,-88.4592789997,cashew,Anacardium occidentale,cashew,Plantae,122988,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale
310810801,2025-08-30 10:43:26,3946412,needs_id,17.2630195997,-88.4595675997,Central American Gulf Coast Toad,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
