id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
237682117,"bristlegrasses, bluestems, paspalums, and allies",Argia,Dancers,Insecta,47977,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,
237682125,Central American Gulf Coast Toad,Euphorbia cyathophora,painted leaf,Plantae,77109,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia cyathophora
237682165,Green-eyed Dancer,,,,,,,,,,,,
237682184,pepper plants,Syrphini,,Insecta,121991,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Syrphidae,,
237682201,Platymiscium dimorphandrum,Plantae,plants,Plantae,47126,Plantae,,,,,,,
237682242,Cupania belizensis,,,,,,,,,,,,
237682431,Star of Bethlehem,Insecta,Insects,Insecta,47158,Animalia,Arthropoda,Hexapoda,Insecta,,,,
237682455,,Ladoffa,,Insecta,340416,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Cicadellidae,Ladoffa,
237682473,Leucauge argyra,Commelina erecta,whitemouth dayflower,Plantae,53478,Plantae,Tracheophyta,Angiospermae,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina erecta
237682484,three-seeded mercuries,Commelina,dayflowers,Plantae,52893,Plantae,Tracheophyta,Angiospermae,Liliopsida,Commelinales,Commelinaceae,Commelina,
237682508,night jessamine,Chrysomelidae,Leaf Beetles,Insecta,51146,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,,
237682556,trumpet tree,Argia,Dancers,Insecta,47977,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,
237682570,Great Southern White,Lampyridae,Fireflies,Insecta,47731,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Lampyridae,,
237682591,Gregorywood,Fomitopsis cajanderi,Rosy Conk,Fungi,1537057,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis cajanderi
237682729,White Peacock,Aedes,,Insecta,62989,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Culicidae,Aedes,
237682747,Queen,Conocephalus ictus,,Insecta,256562,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus,Conocephalus ictus
237682872,,Alphitobius,,Insecta,53932,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Tenebrionidae,Alphitobius,
237682890,,Eriophora ravilla,Tropical Orbweaver,Arachnida,53272,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Araneidae,Eriophora,Eriophora ravilla
237682953,,Asclepias curassavica,tropical milkweed,Plantae,75602,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias curassavica
237683042,,Passiflora foetida,stinking passionflower,Plantae,51448,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora foetida
237683150,,Stethaprioninae,,Actinopterygii,788642,Animalia,Chordata,Vertebrata,Actinopterygii,Characiformes,Characidae,,
237683193,,Aidemona azteca,Aztec Spur-throated Grasshopper,Insecta,205316,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Aidemona,Aidemona azteca
237683257,,Sciurus deppei,Deppe's Squirrel,Mammalia,45997,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus deppei
237683295,,Heterispa vinula,,Insecta,310763,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Heterispa,Heterispa vinula
237685133,,Aidemona azteca,Aztec Spur-throated Grasshopper,Insecta,205316,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Aidemona,Aidemona azteca
237685227,,Asteroideae,,Plantae,632790,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,,
237685257,,Acrididea,Grasshoppers,Insecta,700600,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,,,
237685291,,Strategus aloeus,Aloeus Ox Beetle,Insecta,199942,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus
237685694,,Manacus candei,White-collared Manakin,Aves,14256,Animalia,Chordata,Vertebrata,Aves,Passeriformes,Pipridae,Manacus,Manacus candei
237688821,,Phrynidae,Phrynid Tailless Whipscorpions,Arachnida,133709,Animalia,Arthropoda,Chelicerata,Arachnida,Amblypygi,Phrynidae,,
237688947,,Diceroprocta heathi,,Insecta,1375791,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Cicadidae,Diceroprocta,Diceroprocta heathi
237706027,,Gastropoda,Gastropods,Mollusca,47114,Animalia,Mollusca,,Gastropoda,,,,
237710069,,Heliconia latispatha,Expanded Lobsterclaw,Plantae,163640,Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia latispatha
237710265,,Chrysomya,,Insecta,201283,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Calliphoridae,Chrysomya,
237710593,,Nasutitermes corniger,Conehead Termite,Insecta,122701,Animalia,Arthropoda,Hexapoda,Insecta,Blattodea,Termitidae,Nasutitermes,Nasutitermes corniger
237715534,,Spodoptera ornithogalli,Yellow-striped Armyworm Moth,Insecta,118930,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera ornithogalli
237717457,,Danaus gilippus,Queen,Insecta,51743,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
237717671,,Orthemis discolor,Carmine Skimmer,Insecta,107937,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis discolor
237717741,,Rhynchospora pura,,Plantae,1121125,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora pura
237717782,,Messua,,Arachnida,117398,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Salticidae,Messua,
237717842,,Acmella repens,Oppositeleaf Spotflower,Plantae,200050,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Acmella,Acmella repens
237717942,,Tridax procumbens,Tridax daisy,Plantae,169944,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Tridax,Tridax procumbens
237717947,,Ascia monuste,Great Southern White,Insecta,51536,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Pieridae,Ascia,Ascia monuste
237717985,,Sphagneticola trilobata,trailing daisy,Plantae,246102,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
237718065,,Syngamia florella,Orange-spotted Flower Moth,Insecta,82175,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Syngamia,Syngamia florella
237718090,,Euphorbia heterophylla,painted spurge,Plantae,162829,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia heterophylla
237718177,,Lycosidae,Wolf Spiders,Arachnida,47416,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Lycosidae,,
237718237,,Priva lappulacea,Catstongue,Plantae,51896,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Priva,Priva lappulacea
237718290,,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Vertebrata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
237718310,,Asteroideae,,Plantae,632790,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,,
237718367,,Hippobroma longiflora,Star of Bethlehem,Plantae,154827,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,Hippobroma longiflora
237718406,,Polyporaceae,bracket fungi,Fungi,47379,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,,
237718478,Epilampra,Mocis latipes,Small Mocis Moth,Insecta,199286,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Mocis,Mocis latipes
237718705,,Ruellia,ruellias,Plantae,83892,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,
237718854,,Feigeria buteo,,Insecta,707452,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Feigeria,Feigeria buteo
237718903,,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Vertebrata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
237719026,,Neophisma tropicalis,,Insecta,1511135,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Neophisma,Neophisma tropicalis
237719608,Central American Gulf Coast Toad,Sphagneticola trilobata,trailing daisy,Plantae,246102,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
237719762,,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,,
237719882,Brown Basilisk,Isopoda,Isopods,Animalia,48147,Animalia,Arthropoda,Crustacea,Malacostraca,Isopoda,,,
237719912,,Anomis,,Insecta,119557,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Anomis,
237719969,,Myrmobrachys,,Insecta,519195,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Formicidae,Camponotus,
237720341,,Metalectra,,Insecta,153305,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Metalectra,
237720398,,Clastoptera compta,,Insecta,1150919,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Clastopteridae,Clastoptera,Clastoptera compta
237720483,,Bidens alba,White beggarticks,Plantae,1095846,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens alba
237720556,,Piper auritum,Root Beer Plant,Plantae,154826,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Piperales,Piperaceae,Piper,Piper auritum
237720616,,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Piperales,Piperaceae,Piper,
237720736,,Eulophia maculata,Monk Orchid,Plantae,1453469,Plantae,Tracheophyta,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Eulophia,Eulophia maculata
237720830,Firebush,Hamelia patens,Firebush,Plantae,126305,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,Hamelia patens
237720940,pepper plants,Augochlorini,Augochlorine Sweat Bees,Insecta,203037,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Halictidae,,
237721011,Star of Bethlehem,Monstera acuminata,,Plantae,283767,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Monstera,Monstera acuminata
237721299,Firebush,Dendropanax arboreus,angelica tree,Plantae,209905,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus
237721323,,Spodoptera,Armyworm Moths,Insecta,118931,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,
237721520,Gulf Fritillary,Sabal mauritiiformis,,Plantae,277083,Plantae,Tracheophyta,Angiospermae,Liliopsida,Arecales,Arecaceae,Sabal,Sabal mauritiiformis
237721806,,Cecropia peltata,trumpet tree,Plantae,284772,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia peltata
237721924,,Anartia jatrophae,White Peacock,Insecta,49761,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Anartia,Anartia jatrophae
237722041,,Anartia fatima,Banded Peacock,Insecta,54951,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Anartia,Anartia fatima
237722204,,Plantae,plants,Plantae,47126,Plantae,,,,,,,
237722387,,Monstera acuminata,,Plantae,283767,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Monstera,Monstera acuminata
237722936,Neea psychotrioides,Philodendron radiatum,Split Leaf Climber,Plantae,273809,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron radiatum
237723126,,Tillandsia,Airplants,Plantae,49571,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Bromeliaceae,Tillandsia,
237723335,tropical milkweed,Bryopsida,joint-toothed mosses,Plantae,48372,Plantae,Bryophyta,,Bryopsida,,,,
237723470,Sensitive Plant,Vachellia cornigera,bullhorn acacia,Plantae,851933,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia cornigera
237723798,,Chariesterus,,Insecta,363215,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Coreidae,Chariesterus,
237724165,,Heteroptera,True Bugs,Insecta,61267,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,,,
237724371,Mexican Fritillary,Euphorbia hypericifolia,graceful spurge,Plantae,275384,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hypericifolia
237724589,,Argia frequentula,Green-eyed Dancer,Insecta,94544,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,Argia frequentula
237724616,,Agrosoma,,Insecta,321544,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Cicadellidae,Agrosoma,
237724705,,Danaus gilippus,Queen,Insecta,51743,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
237724747,,Commelina erecta,whitemouth dayflower,Plantae,53478,Plantae,Tracheophyta,Angiospermae,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina erecta
237724919,Mexican Fritillary,Myrapetra,,Insecta,748341,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Vespidae,Polybia,
237724940,Romalea obscura,Aceratophallus maya,,Animalia,307050,Animalia,Arthropoda,Myriapoda,Diplopoda,Polydesmida,Rhachodesmidae,Aceratophallus,Aceratophallus maya
237725054,Calephelis,Azeta,,Insecta,474893,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Azeta,
237725058,Aztec Spur-throated Grasshopper,Orthalicus princeps,,Mollusca,292810,Animalia,Mollusca,,Gastropoda,Stylommatophora,Orthalicidae,Orthalicus,Orthalicus princeps
237725235,Aztec Spur-throated Grasshopper,Parmelioideae,typical shield lichens,Fungi,1094690,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Parmeliaceae,,
237725637,,Bromeliaceae,bromeliads,Plantae,49570,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Bromeliaceae,,
237725749,Abracris flavolineata,Attalea cohune,Cohune Palm,Plantae,209207,Plantae,Tracheophyta,Angiospermae,Liliopsida,Arecales,Arecaceae,Attalea,Attalea cohune
237725875,West Indian Elm,Cecropia peltata,trumpet tree,Plantae,284772,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia peltata
237727063,,Sciurus yucatanensis,Yucatán Squirrel,Mammalia,46003,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus yucatanensis
237727219,Calephelis,Ipomoea indica,oceanblue morning glory,Plantae,77496,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica
237727263,,Bidens alba,White beggarticks,Plantae,1095846,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens alba
237727382,Spondias radlkoferi,Dysosmia,,Plantae,1441693,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,
237727517,,Holhymenia histrio,,Insecta,84600,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Coreidae,Holhymenia,Holhymenia histrio
237727855,Band-winged Dragonlet,Terminalia buceras,Gregorywood,Plantae,867073,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia buceras
237728600,,Criocerinae,Shining Leaf Beetles,Insecta,373403,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,,
237728885,,Lemini,,Insecta,541007,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,,
237729070,,Conocephalus,Lesser Meadow Katydids,Insecta,118890,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus,
237729273,,Eriophora,,Arachnida,53273,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Araneidae,Eriophora,
237729436,,Lemini,,Insecta,541007,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,,
237729563,,Mordellistenini,,Insecta,373742,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Mordellidae,,
237729862,,Leucauge argyra,,Arachnida,53768,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge argyra
237730184,Tabernaemontana alba,Megascelis,,Insecta,253109,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Megascelis,
237730438,,Argia oculata,Oculate Dancer,Insecta,94561,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,Argia oculata
237730654,,Ipomoea indica,oceanblue morning glory,Plantae,77496,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica
237730761,Bactris mexicana,Emesis tenedia,Falcate Emesis,Insecta,148854,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Riodinidae,Emesis,Emesis tenedia
237731126,,Gasteracantha cancriformis,Spinybacked Orbweaver,Arachnida,49540,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Araneidae,Gasteracantha,Gasteracantha cancriformis
237731304,,Fulgoromorpha,Planthoppers,Insecta,372860,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,,,
237731497,,Cymaenes tripunctus,Three-spotted Skipper,Insecta,218000,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Hesperiidae,Cymaenes,Cymaenes tripunctus
237731593,,Ocimum campechianum,wild sweet basil,Plantae,83257,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum campechianum
237731609,Cohune Palm,Acrididae,Short-horned Grasshoppers,Insecta,47649,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,,
237731750,,Spermacoce verticillata,shrubby false buttonweed,Plantae,169171,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,Spermacoce verticillata
237731949,,Argia oculata,Oculate Dancer,Insecta,94561,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,Argia oculata
237731996,,Acalyptratae,Acalyptrate Flies,Insecta,48088,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,,,
237732077,,Heliconius charithonia,Zebra Longwing,Insecta,49766,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius charithonia
237732207,,Macronychiini,,Insecta,1502302,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Sarcophagidae,,
237732330,,Condylostylus,,Insecta,122222,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Dolichopodidae,Condylostylus,
237732480,Central American Gulf Coast Toad,Argia frequentula,Green-eyed Dancer,Insecta,94544,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Argia,Argia frequentula
237732842,Coral trees,Larinia,Grass Orb-web Spiders,Arachnida,172561,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Araneidae,Larinia,
237733061,,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,
237733554,,Dione vanillae,Gulf Fritillary,Insecta,49150,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae
237733858,,Orchidaceae,orchids,Plantae,47217,Plantae,Tracheophyta,Angiospermae,Liliopsida,Asparagales,Orchidaceae,,
237734412,,Desmodium incanum,creeping beggarweed,Plantae,116694,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Desmodium,Desmodium incanum
237734522,Deloyala fuliginosa,Phyla nodiflora,turkey tangle frogfruit,Plantae,59040,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla nodiflora
237734589,,Conocephalus ictus,,Insecta,256562,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus,Conocephalus ictus
237734650,,Helicina,,Mollusca,88762,Animalia,Mollusca,,Gastropoda,Cycloneritida,Helicinidae,Helicina,
237734699,,Euphorbia heterophylla,painted spurge,Plantae,162829,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia heterophylla
237734742,,Heliconia latispatha,Expanded Lobsterclaw,Plantae,163640,Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia latispatha
237734776,,Lantana,,Plantae,1478388,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Lantana,
237734850,Leucauge argyra,Passiflora lanuginosa,scarletfruit passionflower,Plantae,1488804,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora lanuginosa
237735185,Star of Bethlehem,Fabaceae,legumes,Plantae,47122,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,,
237735407,,Dryas iulia,Julia Heliconian,Insecta,50073,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Dryas,Dryas iulia
237735692,Purple Dancer,Limonethe,,Insecta,250637,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Ichneumonidae,Limonethe,
237735929,Hairy-headed leafcutter ant,Stachytarpheta cayennensis,Rattail,Plantae,126569,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis
237736302,,Columbina talpacoti,Ruddy Ground Dove,Aves,3580,Animalia,Chordata,Vertebrata,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti
237736406,,Faboideae,,Plantae,507502,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,,
237736756,,Melinidinae,"red tops, guinea grass, signalgrasses, and allies",Plantae,1138119,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Poaceae,,
237737490,,Cleome viscosa,Asian spiderflower,Plantae,160710,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleome,Cleome viscosa
237737566,trumpet tree,Dione vanillae,Gulf Fritillary,Insecta,49150,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae
237737672,three-seeded mercuries,Cleome viscosa,Asian spiderflower,Plantae,160710,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleome,Cleome viscosa
237737755,pepper plants,Dactyloctenium,crowsfoot grasses,Plantae,72086,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Poaceae,Dactyloctenium,
237737836,,Chilocorus cacti,Cactus Lady Beetle,Insecta,309685,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,Chilocorus cacti
237738401,,Phoebis sennae,Cloudless Sulphur,Insecta,48550,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis sennae
237738902,,Calephelis,,Insecta,129364,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Riodinidae,Calephelis,
237739081,Abracrini,Chloris,windmill grasses,Plantae,62920,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Poaceae,Chloris,
237739131,,Nasutitermes corniger,Conehead Termite,Insecta,122701,Animalia,Arthropoda,Hexapoda,Insecta,Blattodea,Termitidae,Nasutitermes,Nasutitermes corniger
237739328,,Juliformia,Round-backed Millipedes,Animalia,372724,Animalia,Arthropoda,Myriapoda,Diplopoda,,,,
237739396,,Coniophanes imperialis,Black-striped Snake,Reptilia,26992,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Colubridae,Coniophanes,Coniophanes imperialis
237739446,,Oleacinidae,,Mollusca,85940,Animalia,Mollusca,,Gastropoda,Stylommatophora,Oleacinidae,,
237739524,,Hemeroblemma,,Insecta,318963,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Hemeroblemma,
237739595,,Ennominae,,Insecta,123033,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,,
237739668,,Palicourea pubescens,,Plantae,867422,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea pubescens
237739737,,Erastria,,Insecta,173534,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,Erastria,
237739866,,Syngonium angustatum,fivefingers,Plantae,169502,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Syngonium,Syngonium angustatum
237739956,,Monstera acuminata,,Plantae,283767,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Monstera,Monstera acuminata
237740060,,Solanum erianthum,potato tree,Plantae,133286,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum erianthum
237740157,,Psychotria tenuifolia,velvet-leafed wild coffee,Plantae,167535,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,Psychotria tenuifolia
237740211,Green-eyed Dancer,Phylloicus,,Insecta,178466,Animalia,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Phylloicus,
237740376,,Magnoliopsida,dicots,Plantae,47124,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,,,,
237740426,,Paches,,Insecta,148803,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Hesperiidae,Paches,
237740486,,Neoneura paya,Paya Threadtail,Insecta,197391,Animalia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,Neoneura,Neoneura paya
237741097,White Peacock,Costus,spiral gingers,Plantae,132202,Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Costaceae,Costus,
237742178,,Protium copal,,Plantae,209973,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium copal
237742245,Beach Spider Lily,Mimosa pigra,Giant Sensitive Plant,Plantae,47445,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa pigra
237742293,Dancers,Heliconia latispatha,Expanded Lobsterclaw,Plantae,163640,Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia latispatha
237742330,tropical milkweed,Polypodiaceae,polypody family,Plantae,52679,Plantae,Tracheophyta,,Polypodiopsida,Polypodiales,Polypodiaceae,,
